MRT	0x00000029
screenWidth	0x038d0a06
screenHeight	0x038d0a07
screenDisplay	0x038d0a08
fullscreen	0x038d0a09
xmlExceptionReports	0x038d0588
minScreenWidth	0x046c0c15
minScreenHeight	0x046c0c16
VSync	0x00d77e97
RefreshRate	0x00d77e98
Adapter	0x00d77e99
Gamma	0x048e2cb7
NumFramesToBuffer	0x05c97448
UsePixelAspectRatio	0x054d9bc3
DisplayAspectRatio	0xc3b4b152
AlwaysFullscreen	0x05dd4647
Support51Audio	0x063ab656
ReferenceDevice	0x00d77e9a
HardwareVP	0x00d77e9b
PureDevice	0x00d77e9c
TMAnisotropic	0x05c9621f
VSDebugging	0x00d77e9d
LowResMode	0x00d77e9f
PSDebugging	0x00d77e9e
StretchWindow	0x0153c178
FrustumPlaneOffset	0x013d7382
ForceModelsVisible	0x0406e3f9
RenderDebugPick	0x04bdb74a
RenderPicked	0x04bdb74b
DebugDrawPersist	0x358902F8
DisableFill	0x05c9d1c7
shortTermLRUCacheSize	0x0615d767
modelLRUCacheSize	0x0615d768
textureLRUCacheSize	0x0615d769
ProfilerFreezeTime	0x02842c05
ProfilerFreezeScope	0x028524d6
ProfilerDumpLines	0x04c1e837
ProfilerGraphScale	0x05c271f4
ProfilerDumpToDisk	0x7794d454
ProfilerDumpTag	0x01f4b274
memoryProfilerHookDisabledDefault	0x8745441d
memoryProfilerWatchFilter	0x01efa141
memoryProfilerTraceFilter	0x01efa142
profilerAlpha	0x013bd056
messageBoxOnKeySkips	0xf5822019
messageBoxOnPropertyError	0xe7e95249
TMCacheFrames	0x0101de7d
TMMIPLOD	0x02840048
ShowInvalidMaterials	0x0179ada3
FragmentCompilation	0x05fb85a3
FragmentCacheLimit	0x05fb85a4
FragmentShaderAlerts	0x06a9350e
ShaderPathLimit	0xe1408308
DebugPS	0xf387d899
RTTMPageSize	0x01132287
RTTMNumPages	0x011322a0
Buffer1Ratio	0x067753f8
Buffer2Ratio	0x067753fd
Buffer3Ratio	0x06775401
Buffer4Ratio	0x06775404
LightingManagerBudget	0x0641a467
LightingManagerBudget	0x0641a467
LightingManagerBands	0x0641a468
ModelManagerBackgroundLoad	0x3DD1848D
ModelManagerSyncLoadResidentModels	0x069089a6
DirectArenaLoads	0x04613a09
DirectArenaLoadWarning	0x04978d39
EffectsLevel	0x03ebeecc
ParticleSizeThreshold	0x01142594
ParticleDensity	0x01142595
ParticleScale	0x01142596
ParticleMultThreshold	0x01142597
MaxParticlesTarget	0x01142598
ParticleDamping	0x01142599
LODOffset	0x0114259a
LODDistanceScale	0x0114259f
PriorityLevel	0x0114259b
EffectLODSoftTransition	0x0114259c
EffectMaxTimeDelta	0x0114259d
EffectsMaxEffects	0x011425a0
EffectsMaxComponents	0x011425a1
EffectsMaxSamples	0x011425a2
EffectSnapshotMimicCamera	0x0285a1bc
MaxParticlesTarget	0x01142598
EffectsMaxSamples	0x011425a2
RenderScreenEffects	0x043e0122
RenderEffectScreensBG	0x043e0123
RenderEffectScreensFG	0x043e0124
RenderEffectFilterChains	0x043e0128
RenderEffectQuadSets	0x043e0125
RenderEffectModelSets	0x043e0126
RenderEffectModels	0x043e0127
RenderEffectText	0x043e0129
MaxInstancingTris	0x04780d12
MinInstancingCount	0x04780d18
effectsPlaneOffset	0x063b0756
PerfDisplayScale	0x044eb82c
useDebugServer	0x0546e93d
hardStopLegacy	0x05e64da7
ShadowWorlds	0x0276abef
ShadowWorldsSupported	0x0276abf0
ShadowWorldMapResolution	0x0276ac00
ShadowNestedMaps	0x0276abf8
ShadowConvolutionMaps	0x33cb1dac
ShadowConvolutionMapRes	0x33cb1dad
ShadowAlternateMaps	0x0688fe4b
ShadowBlurMaps	0x05879277
ShadowBasisF32	0x065a8c87
ShadowDebug	0x065a8c88
GraphicsCacheSize	0xB1E36CA3
FluidEnabled	0x0101fc2b
MultiblenderDisabled	0x0138fdbe
DisablePropPreload	0x05a753ae
CPUMorphsEnabled	0x026edb8f
ArtistAsserts	0x01c29571
Pow2UITextures	0x6998f4c3
renderTerrainLand	0xc0b97e13
renderTerrainDecals	0x5016cc22
renderTerrainAtmosphere	0x4f4edc94
renderTerrainScatterMap	0x797fcd8c
renderTerrainWater	0xab73e4f9
renderTerrainWaterRefraction	0x201a4e50
renderTerrainWaterReflection	0xf1a9135a
renderTerrainWaterReflectClouds	0x8a3a24da
renderTerrainSeabedFullRes	0x4badc321
renderTerrainSeabed	0x2be0cf8e
renderTerrainSeabedAsLand	0xddca437d
renderTerrainUnderwaterEffects	0xe13ce337
renderTerrainUnderwaterWorld	0x3dcdb1d1
renderTerrainRibbons	0x5dee2437
renderTerrainRoutes	0x05a3dc9e
terrainGenerateBrushesPerFrame	0xD40905A7
terrainGenerateSingleStep	0x31989AAF
terrainGenerateTimeLimit	0xAB52B057
facingCullTerrain	0x0541a775
terrainHorizoncull	0x0541ac31
horizonCullHeight	0x062f89dc
horizonCullDistance	0x063fe1bc
terrainSkirtMaxHeight	0xd81e2934
terrainReduceFlatQuads	0x0563886c
terrainDestroyUnusedQuads	0x0563886d
terrainSeabedVB	0x0563886e
terrainSuperSampleSeabed	0xf3ea2b1d
terrainSuperSampleOffset	0x7580d2c2
terrainUseScatterForWaterFogging	0x1cb22fe0
terrainForceLowestLOD	0x2fbb4880
blurRefractionMap	0x0552b4af
dumpTerrainMaps	0x2955532f
timeTerrainMaps	0xbb60eb9c
debugDrawModelFootprints	0x077b5b17
terrainScriptTimeLimit	0x03a8b696
terrainMaxPlayerEffects	0x03a8b697
terrainPlayerEffectRamp	0x03a8b698
showPlanetBudgetTimes	0x6893cecb
brushTriBudget	0xce971565
brushTimeBudget	0xea9c0417
terrainModelBudget	0xac414418
gameplayBrushTriBudget	0x19254599
gameplayBrushTimeBudget	0x50b5e5f3
gameplayTerrainModelBudget	0xcb80d7ec
terrainEditorShadows	0x05765a32
terrainEditorRegenBackground	0x9b0b8212
planetLODChunkRes	0xe8172372
planetUnderwaterCullRadius	0x054046ee
planetUnderwaterLargeCullRadius	0x144ca94f
planetUnderwaterCullRadiusMultiplier	0x054046fa
includeTerrainWorldAsUnderwaterWorld	0x05404855
allowUnderwaterTerrainObjectsGlobal	0x05408a93
copyGamePlanetScripts	0x0636d04d
copyAllPlanetScripts	0x0636d04e
UseModelCache	0x026cd3a5
CacheModelsToDiskCache	0x026cd3c9
BakeSplatterMeshBudget	0x067c8be6
BakeAsync	0x668A106a
BakeCreatureAsync	0x0e8970d7
BakeFloraImposters	0xc9078bec
DumpAOGather	0x7459f5de
DumpAOPass	0x52a39538
DumpAOShadowMap	0xb4d2057f
ShowAODirections	0xe55e3dd4
DownSampleBake	0x1a91189c
MaxClusterError	0x0444d5b0
ChartPackType	0x04474195
AtlasCostType	0x05b56990
LODFactor0	0x02e765cf
LODFactor1	0x02e765d0
LODFactor2	0x02e765d1
LODFactor3	0x02e765d2
ThrowOutMultipleUsedEdges	0x03b22e4b
skinnerWeightSpineTuning	0xa0304059
skinnerWeightSmoothing	0x4f6a84fd
skinpaintTextureSize	0xb8864eac
skinpaintBumpHeight	0x0c19db33
skinpaintGlossMultiplier	0xeaf2bc95
skinpaintPhongMultiplier	0x75cd84e9
skinpaintPartBumpScale	0x1c76d9b5
skinpaintAmbOccEnabled	0x2853e342
skinpaintAmbOccDiffuse	0x9df52797
skinpaintAmbOccSpecular	0xcccd0f38
renderBlobShadows	0x0539d9e5
disableFruit	0x046d2b71
maxActiveCreaturePlants	0x028bd2fd
maxActiveCreaturePlantRadius	0x02979cd6
DistributeRocksAffectPathfindingData	0x04233e37
allowMissingThumbnails	0x0518fdf5
disableRedPauseBorderUI	0x0387d0a9
showModalUIBackgroundEffect	0x063ffeae
EnableEventLogUI	0xe827074c
playOpeningMovie	0xc14690ef
recordMovieLength	0x0456f974
recordMovieWidth	0x0456f975
recordMovieHeight	0x0456f976
recordMovieFPS	0x0456f977
recordMovieQuality	0x0456f978
recordMovieAudio	0x0456f979
recordMovieNoUI	0x0456f97a
recordMovieFrameUI	0x0641021a
GIFOutputSize	0x05893ed4
GIFNumFramesPerRow	0x05893ee8
GIFLength	0x05893ef5
GIFOutputFPS	0x05893f01
GIFEditFPS	0x06243d0a
GIFPlanetFPS	0x069710d4
GIFDither	0x05d2c085
GIFAntiAlias	0x05d2c51b
GIFBGColor	0x05d2c54b
GIFFramingPad	0x05d2cbfb
GIFAnimIndex	0x05d2e91b
CellCaptureThumbnailAlpha	0x0678aff6
enableYouTubeVideoUpload	0x0566387e
DOFOn	0x064574ab
DOFBlurQuality	0x0628708c
DOFOverlap	0x0637fee8
DrawNearScene	0x06395efa
DrawFarScene	0x06395f06
DoTerrainCull	0x063ae57a
Anim_See_animmgr_Cheat	0xC1B4D580
UseAStar	0x01b937f7
PlanetModelDepthOffset	0x01d1176d
SpaceStartupLocation	0x01c29572
AngrySpaceMode	0x023ba1fb
InvincibleSpaceMode	0x023ba1fc
InvincibleTurrets	0x06297f2a
InvincibleBuildings	0x064d431f
ImplicitSurfaceIsoValue	0x30eb73bd
UseAnimWater	0x5baf2e0a
PlanetHorizonCullFactor	0x026b7d69
SolarSystemPrerollMS	0x027d5eef
MainThreadJobBudget	0xceb47cc0
solarSystemImpostors	0x52588d9b
spaceshipsCollide	0x149a7260
BakeBeforeEnteringPlanet	0x7ae23adf
SpaceWalkAroundBan	0xd5797c10
weatherLevel	0x03ffad0a
weatherOn	0x0588bf6d
disableJetStreamPhysics	0xd8349603
disableCloundCoriolisPhysics	0xc8cf2af5
CityPopulationScale	0x05cad54a
SpeculativeBaking	0x060476f2
EjectedCitizensMax	0x0625bf68
maxNPCCivicObjectsPerType	0x06414d84
plgMachineSpec	0x04f421d6
EditorRenderingQuality	0x0400178a
disableValidation	0x055d7ca1
disablePerformanceLimits	0x0677d3ea
enableEditorDevUIButton	0x056c5721
EditorAllowXMLFileDrop	0x0594a0fb
paletteDebug	0x05add3c4
AntiAliasPlayModePhotos	0x05c8af84
UseImageSpaceFraming	0x05cb6033
ThumbnailFramingType	0x05cd5658
EditorDebugDrawGeometryHulls	0x05f5423f
enableLimbExportMode	0x06529e22
EditorAlwaysAllowDrop	0x0678f3f1
EditorEnableInspection	0x068df418
EditorEnablePlayModeDrop	0xD7F24DCF
ExportRigblockBones	0xb02fbfa3
pollinatorAPIHost	0x05384c3f
communityHost	0x053dd8c2
insecureHTTP	0x05387295
cacheXHTML	0x03e42efa
pollinatorHTTPLog	0x05cac14f
browserHTTPLog	0x05cac167
BuddiesOnly	0x05de7b4b
expireOldContent	0x06270df7
expireOldContentDays	0x06270df8
archiveExpired	0x06270df9
downloadCacheSize	0x0685c490
limitFeedUpdate	0x0685c57a
limitFeedUpdateDays	0x0685c598
youTubeHost	0x055bdfd6
youTubeUploadHost	0x055e9027
PlanetAxis	0x026f5adc
TribeGamePaths	0x04d8f5e6
TribeGamePic	0x04da5b79
CreatureSocialFeedback	0x0510859c
PartsModeColor	0x03d1bc93
doSolarZoom	0x06206d87
maxAnimalsPerStage	0x04a5bf9e
UnlockAllLevels	0x046149df
GGE_SkipWriteStarDB	0x0542db1b
dumpMemoryVTables	0xf2d596c3
HardCodeSpaceHomePlanet	0xf2d04406
TempHackEditorShoppingBake	0x0319169e
EditorShowTutorialOnStart	0x05949bf1
EditorSupportUnlockPoints	0x03cc5498
GameLoadsWaitForBaking	0x046cca29
ShowPartUnlockUI	0x043c5160
ShowCreatureEncounteredCard	0x043eefca
ShowAvatarDamage	0x042452bf
RectangleSelectBoundingBox	0x0424be05
RectangleSelectBoundingBoxScale	0x0424be14
RectangleSelectColor	0x042c3672
RectangleSelectLineWidth	0x042c38ab
RectangleSelectFillColor	0x067ce649
assetBrowserBanMode	0x9e076129
audioPerformanceLevel	0x6df5822d
assetBrowserSkipShopping	0xcb58dfc4
timelineEnableEventDebugMode	0x0609ad6c
assetBrowserEnableTraitDebugMode	0xb4daca6a
playmodeVideoRes	0x0473b870
playmodePhotoRes	0x0473b871
YouTubeKeepLogIn	0x05665599
showHintsOn	0x05b5bca8
loginCredentials	0x5e8af796
SPGAutoSave	0xffbdc58d
PlayerStartingPositionIndex	0x0508662a
TrackNounLeaks	0x051c10c3
GonzagoDebugging	0x051c534d
ProcLevelGenDebugging	0x0550f101
ProcLevelGenSeed	0x06a5799e
ShowPollinationStatsInCRE	0x05c408e3
ShowPollinationStatsInCRE_ScreenCoodinates	0x06048fd2
ArtContentLocalTest	0xd8c4a3e0
GrassTrampling_MaxNumPositions	0x05b5575e
GrassTrampling_RadiusCheck	0x05b56cc8
GrassTrampling_AdditionalFootprintRadius	0x05b58961
CitizenFlight	0x0615eda4
ShowDialogExplainSporepedia	0x0604a630
ShowDialogExplainPaintLikeThis	0x0604a631
MacSpecificText	0x061b67b6
CaptureUI	0x06316068
enableLoadingCards	0x064a44a8
AlphaObstacleTypesOverride	0x065d2922
SkinNonUniformScale	0xece4a7a5
packageTitle	0x06ef59e4
packagePriority	0x06ef59e5
packageRequirements	0x06ef59e6
packageID	0x06ef59e7
packageBlessCheck	0x06ef59e8
packageProductKey	0x06ef59e9
packageRegistryKey	0x06ef59ea
packageEntitleCheck	0x06ef59eb
packageSignature	0x00000000
assetbrowserPlanetBackground	0x1A0553CE
assetbrowserPlanetUnknown	0x0287652B
editorCSABrowserURL	0x047fd3b5
editorCSATrialPartsPalette	0x05f5f97b
editorCSATrialPaintPalette	0x05f5f97c
CreatureArchetype	0x91fe517b
VehicleLocomotionEnum	0xd6d405ab
MigrationPointTypeEnum	0x706FC000
MigrationPoint	0xc012ae1f
InteractiveOrnament	0xbedada93
TribeSpawnPoint	0x57f09e5e
CitySpawnPoint	0xd18d25cd
VehiclePurposeEnum	0xB2D51724
VehicleLocomotionEnum	0xD6D405AB
NestTypeEnum	0x5A97FCB8
PersonalityEnum	0xDB61D1F4
MigrationPointTypeEnum	0x706FC000
StaticPoolVBSize	0xc8ba45aa
DynamicPoolVBSize	0x97541329
StaticPoolIBSize	0x1d48bf8f
DynamicPoolIBSize	0x53c20f30
showFPS	0x00000001
renderUI	0x00000002
renderEffects	0x00000003
renderTerrain	0x00000004
renderModels	0x00000005
renderDebugDraw	0x00000006
showProfiler	0x00000009
showProfilerGraph	0x0000000a
cullingLevel	0x0000000b
showCulling	0x0000000c
showBBoxes	0x0000000d
showPicking	0x0000000e
showHulls	0x0000000f
showGrid	0x00000010
textureStats	0x00000011
modelStats	0x00000012
renderStats	0x00000013
effectStats	0x00000014
showPropEditor	0x00000015
disableSkinning	0x00000016
profilerReportLength	0x00000017
profilerLogFactor	0x00000018
profilerLogTime	0x00000019
memoryProfilerMore	0x0000001a
memoryProfilerSort	0x0000001b
memoryProfilerLogSize	0x0000001c
memoryProfilerLogFactor	0x0000001d
memoryProfilerWatchLines	0x0000001e
memoryProfilerSmoothing	0x0000001f
memoryProfilerBySystem	0x00000020
terrainLODThreshold	0x00000021
terrainLODMorphDistance	0x00000022
terrainLODAspect	0x00000023
disableLogging	0x00000024
substituteMissingResources	0x00000025
flushGPU	0x00000026
modelLODDistanceScale	0x00000027
appModeControlsCamera	0x00000028
dumpMemoryLeaks	0x0000002a
softwareCursor	0x0000002b
frameLimitMS	0x0000002c
memoryLimit	0x0000002d
uiScissor	0x0000002e
EditorShowAnimSelecter	0x0000002f
EditorShowRolloverInfo	0x00000030
EditorAutoZoomCameraEnabled	0x00000031
EditorDebugDrawRigblockAxis	0x00000032
EditorDebugDrawModel	0x00000033
EditorDebugDrawRigblockNames	0x00000034
EditorDebugDrawHierarchy	0x00000035
EditorDebugDrawBoneCount	0x00000036
EditorAnimateWhileEditing	0x00000037
AlphaThreshold	0x00000038
EditorAutoCollapsePalette	0x00000039
DumpBaketimeTextures	0x0000003a
EditorDebugDrawPhysicsHulls	0x0000003b
disableBoneUploads	0x0000003c
SporeLiteIsOnlineHost	0x0000003d
SporeLiteIsOnlineEnabled	0x0000003e
PlayModeOn	0x0000003f
EditorNewPalettes	0x00000040
EditorNewDataFiles	0x00000041
PaletteFeedMaxItems	0x00000042
EditorDisplayAnimInfo	0x00000043
RenderTargetCorrection	0x00000044
EditorEnablePanning	0x00000045
IsCSAApp	0x00000046
ShowTextLocations	0x00000047
showObstacleRadii	0x00000048
EditorAllowAsymmetry	0x00000049
EditorDebugDrawRigblockForZCorp	0x0000004a
ThrottleTime	0x0000004b
ExcludeSecondaryTextures	0x0000004c
GarbageDeletionScale	0x0000004d
GarbageDeletionDiv	0x0000004e
GarbageDeletionMin	0x0000004f
GarbageDeletionMax	0x00000050
editorPlayAnimButtonIcon	0x070204D2
planetscriptDescription	0x121A6DCA
ShowMaterialStats	0x6F53BE2F
effectsPlaneOffset	0x063b0756
playOpeningMovie	0xC14680EF
effectsInstancingUseOffset	0xE83CEDC7
creatureGoalCardLayout	0xFF60C676
terrainThemePlanetColorsList	0xB6929C92
terrainThemePlanetColors	0xB6929C93
terrainThemeWaterColor	0x968C496A
terrainThemeBeachColor	0xB6929C95
terrainThemeAirColor	0x968C496B
terrainThemeCliffColor	0xB6929C94
paletteItemPlacedAsset	0x07106c14
definition_ResourceType	0x100E7B1C
missionAdventureID	0x6D03CF74
defaultGenericFirstAdventure	0xF7D6B086
overrideTerrainTint	0x024e5e7f
overrideTerrainTintColor	0x0c4a4780
overrideDeadTerrainTintColor	0xb8eccb3e
doEffectsUpdatePanorama	0x07eac8bc
enablePublicYouTubeVideo	0x08608be4
snapType	0x08475a73
numStitchTiles	0x08476bf7
makeSpinnies	0x08648e0f
largeThumbnailTextureSize	0x08649077
EditorAllowAsymmetry	0x05b4d1d5
EP1ThemeDebug	0x07defc36
enforceScenarioEconomy	0x074221b2
SuperHighResMineralBakes	0xD1D347AC
SuperHighResEnabled	0xe328373f
SuperHighResIgnoreCount	0xda4e441f
SuperHighResModelCount	0xABE88610
SuperHighResInstanceCount	0x58D9D3AA
SuperHighResStickyThreshold	0xa352f43e
SuperHighResBuildings	0xee29756f
SuperHighResVehicles	0xc1f80d97
scenarioHideGhostedObjects	0xbc2db1cd
scenarioIconifyAllObjects	0xfd290b85
scenarioModeEnableAccuratePinning	0x07f2231b
scenarioGravity	0xe2598dcf
scenarioGravityImpulseMultiplier	0x05908481
scenarioCacheModels	0x050caab1
stanceNames	0x63a708f3
stanceIcons	0xcbe904b9
teamNames	0x34862a2e
teamIcons	0x60df46a8
teamColors	0xdd13cc12
terraformToolPreviewEffect	0xAB2B50E4
terraformWaterScoreRange	0x1730D549
terraformBrushIntensityRange	0x8670BFC3
terraformBrushIntensityDefault	0xEEC97733
terraformBrushSizeRange	0xE28CB159
terraformBrushSizeDefault	0x72CB9221
terraformBrushComplexity	0x871DE6A1
terraformBrushColor	0x4BA5ABA2
terraformColors	0xF20664EF
terraformModelID	0xEC087521
terraformMarkerModelID	0x8CBD2D87
terraformBrushCategory	0x5882A049
terraformTerrainColorValues	0x768d9ef3
terraformTerrainColorElevationPercents	0x768d9ef4
terraformTerrainColorCliff	0x7692aa60
terraformTerrainColorBeach	0x7692aa61
visualStyleEffects	0x2be7efce
adventurerDamageToEnergyFactor	0x07422b3b
adventurerShieldGeneratorDamageToEnergyFactor	0x07422b41
adventurerShieldGeneratorDamagePreventionFactor	0x07422b47
adventurerAbsorptionShieldDamageToEnergyFactor	0x0760c17c
adventurerAbsorptionShieldDamagePreventionFactor	0x0760c181
adventurerBattleArmorDamagePreventionFactor	0x0760c184
adventureHealthMultipliers	0x18e2c617
powerupType	0x1EA08337
powerupModel	0xdc3866c6
useEffect	0x48A2C509
useEffect_onPlayer
powerupDuration	0xAAC3B137
powerupAmount	0x6219412B
powerupRadius	0x15321D59
powerupExplodeStrength	0x5E73053D
editModeUsesCivCamera	0x0772f7be
placeableEffectId	0x42B43056
healthSliderValues	0xf69d44ec
avatarHealthSliderValues	0x07c8d5f4
damageSliderValues	0x07cc8a44
creatureSpeedSliderValues	0x07cc8a48
vehicleSpeedSliderValues	0x07cc8a4b
creatureAvatarJumpDelay	0x07c35e8c
creatureAvatarJumpMinPercent	0x07c35e96
isMyCaptain	0xEC2942CD
isSpaceCaptain	0xC54C543B
scenarioCaptainName	0x1cb70998
scenarioCaptainAdventureHistory	0xb8568929
scenarioCreaturesKilled	0xFBEC5F0C
scenarioBuildingsDestroyed	0x02E88517
scenarioVehiclesDestroyed	0xB77E5335
scenarioCreaturesBefriended	0x76134BA7
scenarioObjectsCollected	0xA55C05AA
scenarioGoalsCompleted	0x5FF28470
scenarioSporePoints	0xCF837237
scenarioCaptainLevel	0x5888EF41
scenarioTimesDied	0xDBCFFA7D
scenarioPosseMembersLost	0x384FB43E
scenarioAvatarDamageDone	0xF469CDC3
scenarioAvatarDamageTaken	0xAD4E4CE0
scenarioAvatarUsedJetPack	0xCEB2889B
scenarioAvatarUsedSprint	0xC5FF81B3
scenarioAmountAvatarHealed	0xEBED2519
scenarioAmountAvatarEnergyUsed	0x42ABFEAB
scenarioNumBarrelsDestroyed	0xF27FEFD1
scenarioNumCreaturesMet	0x547FECC1
scenarioNumDefended	0x9D8493B2
scenarioNumPlayed	0x99A62668
scenarioNumWins	0x0DB76CB8
scenarioNumLosses	0x59DF6558
scenarioTimePlayed	0x86A6DCED
editorModelForceSaveOver	0x99524FAF
editorModelCopyConsequence	0xAE773A29
editorModelSaveLastChild	0x2E0FCC74
editorModelLastChildModelKey	0x0D8A4BC9
editorModelCollectableConfig	0xC339D5C7
editorModelUnlockedItems	0xBEAC70B6
editorModelNewItems	0xC285E3DB
editorModelNameOverride	0x75ED3A1C
adventureIntroScripts	0x010F28FD
adventureWinScripts	0x3DDBA715
adventureLoseScripts	0xB7AFD508
adventureDeathScripts	0x5A651C41
partUnlocksAchievement	0xCCC6B976
partUnlocksTool	0x6B1E3E7B
adventureLastPlayedTime	0x1f0372ed
adventurePlayerPlayCount	0xd6a4ff43
adventurePlayerRating	0xb55857d7
terrainOverrideMode	0x07b18058
interactableObjectMaxScale	0x0761154f
interactableObjectMinScale	0x07611549
interactableObjectDefaultScale	0x07611535
interactableObjectName	0x0738fe71
packageSteamAppID	0x07634d70
tiledScrollPanelScaleX	0x07b40c75
tiledScrollPanelScaleY	0x07b40c8f
tiledScrollPanelKeepAspectRatio	0x07b40c90
hintFadeTimeIn	0x07e8708c
hintFadeTimeOut	0x07e87096
browserFilterButtonAtlasedIconID	0x086ad309
browserFilterMakeNewEditor	0x968ae1b0
browserFilterMakeNewOutfitterEditor	0x968ae1b1
sporepediaConfigVerbTrayTypeOverride	0xde08ba58
sporepediaConfigCreatureAbilityRolloverVerbTray	0xc6524042
sporepediaConfigCreatureAbilityRolloverVerbTray	0xc6524042
sporepediaConfigEnableOutfitButton	0x86c7ff4f
sporepediaConfigEditorForOutfitter	0xe3475119
sporepediaConfigEditorForMakeNewComesFromCurrentFilter	0x968adeb5
browserAllowSortByAdventureRecentlyPlayed	0xf8749412
browserAllowSortByAdventureLockedAvatar	0x73e85db2
browserAllowSortByAdventurePlayCount	0x4c70415a
browserAllowSortByAdventureRating	0x7629921c
browserAllowSortByAdventureDifficulty	0x5b84b184
browserAllowSortByAdventureSporePoints	0xaf23bd03
browserSortLayoutButton	0x9b49d881
feedListHideSingleCategoryHeader	0xea7e4c1c
feedListItemGroupID	0x071d9ed4
sporepediaAssetType	0x5cd8beab
sporepediaBackdropImage	0xaeb7704e
sporepediaShow	0x071efa6c
sporepediaName	0x071e9bd1
editorPreserveLineage	0xc8067851
editorModelPropertiesTemplate	0x1b814928
verbTrayOverrideIconLayout	0xf1fa52af
paletteCategoryForceHasPages	0x088025f5
paletteItemPlacedAsset	0x07106c14
paletteItemResourceKey	0x07e5b81e
modelMeshLODHi	0x00f9efc1
modelHACKStaticMesh	0x07ff150b
modelStartAsymmetric	0x0750dcd1
modelAdventureCameraAlphas	0x07c75761
modelAdventureCollidesWithCamera	0x07ba2667
modelCapabilityEnergyRegen	0x073ce5dd
modelCapabilityAdventurerMissile	0x0732c356
modelCapabilityAdventurerEnergyBlade	0x073930ea
modelCapabilityAdventurerShieldGenerator	0x073e33c7
modelCapabilityAdventurerHoloCharm	0x074260ec
modelCapabilityAdventurerLightningSword	0x075f5ba0
modelCapabilityAdventurerPulseGun	0x075f5ba6
modelCapabilityAdventurerBattleArmor	0x075f5bab
modelCapabilityAdventurerPoweredArmor	0x075f5baf
modelCapabilityAdventurerAbsorptionShield	0x075f5bb4
modelCapabilityAdventurerHealthRegen	0x075f5bb7
modelCapabilityAdventurerHealthBonus	0x075f5bbc
modelCapabilityAdventurerSummonSwarm	0x075f5bbf
modelCapabilityAdventurerMindMeld	0x075f5bc3
modelCapabilityAdventurerPoisonBlade	0x075f5bc8
modelCapabilityAdventurerFreeze	0x075f5bcb
modelCapabilityAdventurerGracefulWaltz	0x075f5bcf
modelCapabilityAdventurerHarmoniousSong	0x075f5bd2
modelCapabilityAdventurerRoyalCharm	0x075f5bd6
modelCapabilityAdventurerRadiantPose	0x075f5bda
modelCapabilityAdventurerSprintBurst	0x075f5bde
modelCapabilityAdventurerHover	0x075f5be3
modelCapabilityAdventurerStealthField	0x075f5be6
modelCapabilityAdventurerJumpJet	0x075f5bea
modelCapabilityAdventurerInspiringSong	0x075f5bee
modelCapabilityAdventurerStunningDance	0x075f5bf2
modelCapabilityAdventurerConfettiPose	0x075f5bf7
modelCapabilityAdventurerEnergyStorage	0x075f5bfa
modelBakeHighLODComplete	0x03704e56
modelBakeStatsBatches	0xafb4cda4
modelBakeStatsOrigBatches	0x098e3be5
lightLargeModelRadius	0x049b94d6
terrainUserColorRockSaturationFactor	0x07d61360
terrainUserColorBeachSaturationFactor	0x07b1ab36
terrainUserColorCliffSaturationFactor	0x07b1ab37
terrainUserColorWaterSaturationFactor	0x07b1ab38
terrainUserColorAtmosphereSaturationFactor	0x07b1ab39
terrainUserColorElevationMapSaturationFactor	0x07b1ab3a
terrainUserColorRockValueFactor	0x07d61361
terrainUserColorBeachValueFactor	0x07b1b699
terrainUserColorCliffValueFactor	0x07b1b69a
terrainUserColorWaterValueFactor	0x07b1b69b
terrainUserColorAtmosphereValueFactor	0x07b1b69c
terrainUserColorElevationMapValueFactor	0x07b1b69d
terrainUserColorAutoGradientThreshold	0x07b1b69e
terrainScriptERLLevels	0x0b208b41
terrainHazardsEnable	0x8e390196
terrainScriptEffectWaterLevels	0x7a6aa70b
terrainPlayerGroundEffects	0x56b14f05
visualStyle	0x48c74c5c
AdventureMissionKeys	0x07674d19
AdventureMissionRequirements	0x07676535
cameraMinPitch	0x07b68967
cameraMaxPitch	0x07b68979
creatureAbilityAvatarRangeMin	0x07fb05d2
creatureAbilitySocialCategory	0x0743bdd6
creatureAbilityExcludedCAPs	0x07352141
creatureAbilityLevelMultiplier	0xf96c61b7
creatureAbilitySprintBuff	0x0772e3a5
creatureAbilityAreaOfEffect	0x07460f10
creatureAbilityReactionAnimation	0x075e00b7
creatureAbilityReactionDeathAnimation	0x07a7ffd5
creatureAbilityReactionLiveAnimation	0x07a7ffd9
creatureAbilityReactionDuration	0x075e0100
creatureAbilityAdventurerEnergyCost	0x073b88ef
interactableObjectPhysicsPropertyListId	0x1a85fc9d
nounDefinition_CanBeHeld	0x9cb898d3
terrainThemeFloraBracketIndexes	0x073154e0
terrainThemeFloraGlobalDensity	0x073137bb
terrainThemeFloraDensities	0x072bec91
scenarioHazardThresholdHigh	0x07a8f88d
scenarioHazardThresholdLow	0x07a8f88b
spaceHazardThresholdHigh	0x07a8f7bc
spaceHazardThresholdLow	0x07a8f7b8
spaceHazardHitAnimation	0x07a13cca
numAdventuresPreserved	0x079aaff5
missionIsAdventure	0x0767624b
missionPartUnlock	0x074b7dbc
missionAchievementID	0x077098bf
nounDefinition_OrientationWhenHeld	0x07e9994d
creditsOrder	0x077384c4
creditsButtonIcon	0x0774b42e
